customer_id,signup_date,last_order_date,age,gender,country,membership_tier,total_orders,total_spend,churned
488113887,2024-04-06,2026-05-20,52,Male,CA,,-999,251.88,No
214575743,01/03/2025,"March 01, 2026",54,Female,United Kingdom,Bronze,1,18.6,Y
403024352,2021-06-16,2026-08-10,61,FEMALE,united states,Platinum,110,4786.26,No
574980310,"April 03, 2026",,27,F,USA,Bronze,1,79.16,Yes
336501873,06-Jun-2026,2026-06-06,48,Female,DE,bronze,2,44.22,Yes
869824723,2024-01-30,2026-08-06,43,other,United Kingdom,Gold,30,1803.38,NO
691637019,2021-05-08,2026-07-24,29,F,australia,  Platinum ,73,14515.32,No
586218229,2024-06-26,02.12.2024,46,Female,CA,Bronze,16,437.83,Yes
576369727,03/08/2025,05/31/2026,51,Male,USA,none,3,$133.03,N
439223204,"April 23, 2025",03/01/2026,48,Male,united states,Bronze,7,$387.66,TRUE
471767552,2026-02-02,,28,Female,united states,BRONZE,0,0.0,Yes
838376792,2022-04-22,2026-07-25,46,Unspecified,Australia,Platinum,30,3895.11,NO
796499880,2025-06-14,,25,female,USA,Bronze,0,0.0,Yes
669856145,07-Jun-2024,2026/07/11,50,Female,Canada,silver,13,695.51,No
451294471,2023-09-11,05/19/2026,43,M,,BRONZE,3,184.01,N
667057450,2024-03-01,2026-08-04,,N/A,Mexico,Silver,8,481.57,No
794761013,2025-02-19,06/23/2026,31,Female,United States,Bronze,12,$564.90,FALSE
672641088,2024-03-26,2026-06-27,68,Male ,Canada,Bronze,11,345.19,N
705649723,2022-06-06,2026-07-01,35,Female,AU,Silver,25,"$1,830.68",N
365994524,"December 08, 2025",08/11/2026,80,F,United States,Bronze,11,385.94,No
834533417,"June 13, 2019",2026-07-04,34,Female,England,SILVER,25,770.75,No
674334270,2022-07-23,06/13/2026,30,Male,United States,Silver,33,"$2,098.45",N
188118847,2022-11-09,09/04/2026,41,m,United States of America,SILVER,23,1564.21,No
904949745,2019-11-28,26.08.2026,38,femail,Germany,Platinum,81,8176.37,N
955658696,25-Nov-2022,08/14/2026,32,f,United States,Silver,11,804.76,No
959753267,07/20/2025,2026-03-01,47,Male,UK,Bronze,7,108.29,Yes
914125301,17.11.2025,24.06.2026,68,FEMALE,United Kingdom,Bronze,2,290.67,No
234663468,2022-03-08,2026-08-19,55,Male,US,Bronze,10,625.63,0
647539709,2024-04-30,2026-07-23,,female,United States of America,Silver,11,1063.24,No
202958256,"December 04, 2023","November 29, 2025",,Male,United Kingdom,Bronze,14,382.54,Yes
401978129,2022-06-17,,20,M,US,gold,39,2596.14,No
604178915,26-Sep-2025,2025/09/26,58,Male,United States,Bronze,1,63.74,Y
834533417,"June 13, 2019",2026-07-04,34,Female,England,SILVER,25,770.75,No
135007983,2022-02-18,07-May-2026,38,Male,Great Britain,Bronze,6,116.51,No
253396581,08/13/2020,2026-03-27,33,Male,BR,Silver,14,916.43,No
793206735,2024-05-09,26.07.2026,34,male,United States,unassigned,12,334.23,no
138283519,08/09/2024,2026-07-02,36,Male,United States of America,Gold,22,2106.59,No
625120931,2023-01-26,2026-06-08,NULL,F,United States,Bronze,14,568.28 USD,N
324437954,06/08/2024,07/05/2026,31,male,united states,bronze,5,300.63,No
644323522,"June 08, 2021",17-Aug-2026,26,Female,United States of America,Gold,31,"$2,910.57",no
905759096,2023-10-04,"August 16, 2026",43,Female,India,Silver,15,"$1,168.11",N
163927655,2025-10-31,07/20/2026,23,M,United Kingdom,BRONZE,5,379.73,0
437817627,2021-05-04,06/07/2026,52,F,United States,Gold,22,2088.64,No
532850449,"October 02, 2020","August 29, 2026",49,F,N/A,Silver,11,$819.47,No
386714574,2025-11-18,2026-07-20,68,Other,brazil,Bronze,5,273.39,No
421513107,29-Nov-2024,2025/04/13,49,Female,UK,Bronze,3,175.01,Yes
860013301,2021-10-20,0000-00-00,40,F,USA,Bronze,7,147.45,TRUE
813971654,2023/04/25,07/29/2026,43,Male,UK,Silver,9,1205.74,N
822839033,2025-03-14,2026-08-18,65,Female,US,Bronze,2,163.67,N
691841617,2023-10-18,"August 04, 2026",38,female,United States,Silver,16,761.51,N
630779480,2025-10-04,"August 26, 2026",34,,U.S.A.,Bronze,6,123.52,No
285297555,04/20/2022,10/09/2025,84,female,N/A,Bronze,1,66.56,yes
151074104,2023-11-11,06-Aug-2026,24,M,australia,Silver,26,1483.85,No
804726811,05.05.2023,17-Aug-2026,46,female,United States,Silver,14,-846.06,NO
132264455,10/19/2022,2026-08-27,27,Female,india,Silver,17,918.12,No
177458412,06-Sep-2025,2026-08-09,31,Female,USA,BRONZE,5,255.26,0
208926914,2020-09-22,2026-07-20,51,Male,India,Platinum,58,4752.65,No
239686734,2024-12-15,2026-07-25,18,Female,CANADA,Silver,15,992.4,No
332313171,,2026-08-21,56,N/A,United States,Silver,10,975.88,no
830572728,2020-12-16,2026-08-16,59,Unspecified,United States of America,Bronze,9,240.67,No
864869140,26.06.2022,"July 15, 2026",53,male,United States of America,Silver,8,721.49,No
373865278,2025-01-19,2025-01-19,37,femail,Canada,bronze,1,54.4,Yes
930698337,26-Feb-2022,"August 15, 2026",43,Female,India,Bronze,12,311.36,No
587107205,2022-10-17,2026-07-20,25,Male,United States of America,Platinum,78,8301.81,No
331628996,11/12/2025,2025-11-12,41,Female,united states,bronze,5,118.46,Yes
502358373,07.03.2024,2026/06/18,74,Female,United States,SILVER,9,747.54,No
568374144,2022-04-13,2026-07-18,48,M,USA,Silver,33,1467.98,No
210334433,2025-04-11,2026-06-03,41,Female,Canada,brz,19,636.97,
785183437,2021-09-28,2026-08-10,40,Female,India,,52,7775.13,No
269578842,11/21/2022,2026-05-27,27,Male,Australia,GOLD,37,3441.01,N
252335340,2024-02-02,0000-00-00,33,F,United States,Silver,21,1147.85,0
198575610,2025-05-11,06/15/2026,75,Unspecified,UK,Silver,13,762.31,No
793692376,2025-09-30,2025-09-30,44,Female,United States,bronze,12,337.06,1
980459724,06/30/2025,2026-08-03,28,Female,United States,slv,11,834.11,No
387334535,2026/03/14,03/14/2026,30,female,US,Bronze,2,110.55,Y
937043687,07/13/2021,2026-07-19,69,Unspecified,Canada,Silver,25,958.21,No
113819008,11/23/2024,2026-08-05,76,Female,UK,Bronze,1,48.41,No
645313736,2021-12-08,"March 11, 2026",70,Female,United States,Silver,9,526.44,No
596769158,30-Jul-2023,2026-07-13,52,N/A,Canada,slv,28,1795.04,No
408274964,2025-02-05,03/01/2026,44,Female,United States of America,bronze,4,348.42,1
438786106,2024-07-27,07/01/2026,30,Male,United States,Bronze,13,514.39,No
976437528,2023/09/10,"May 17, 2026",41,Female,Mexico,Silver,11,929.1,No
123467294,"October 03, 2020",07/05/2026,59,N/A,Brazil,silver,12,$679.94,No
534137533,2024-05-28,2025-11-30,63,F,USA,,3,224.88,1
867103518,01/13/2023,2026-08-24,64,Male,U.S.A.,Silver,15,725.11,no
539287684,2023/05/25,2026/03/01,47,Male,Australia,BRONZE,1,15.5,Yes
378207823,2024-10-10,2026-05-09,38,femail,India,Bronze,9,432.49,NO
813114333,02/14/2026,,42,Male,UK,Bronze,0,0.0,Yes
736476843,2024-07-06,2025-06-28,61,Male,Australia,Bronze,10,$511.34,Yes
426051229,2024-06-02,,34,F,usa,Bronze,0,0.0,Y
850870700,2021-02-10,2026/03/01,51,Female,United States,bronze,6,332.79,Y
277892006,01/18/2023,07/31/2026,55,male,US,Gold,22,1579.41,no
959884576,05/03/2023,2026-08-04,60,FEMALE,United States,silver,,665.6,no
512749247,03/09/2026,2026-03-09,30,Female,NULL,BRONZE,3,163.61,yes
804878959,2021-07-18,23-May-2026,44,M,united states,Platinum,39,5763.95,no
849582260,2023-12-17,2026-07-27,21,F,Canada,brz,1,36.87,No
775345463,07.04.2026,,22,Other,Canada,Bronze,0,0.0,Y
980551977,2025-12-23,2025-12-23,30,f,United States,BRONZE,-999,39.44,Y
214661381,01-Apr-2026,,35,Male,India,Bronze,0,0.0,Yes
433154224,01-May-2025,2026-07-13,51,Female,United Kingdom,Bronze,5,323.09,No
435185158,2025-03-19,,26,female,United States,Bronze,0,0.0,Yes
439996945,2021/08/12,06/16/2025,N/A,MALE,India,brz,1,110.12,1
414974757,2023-07-25,,27,F,United States,gold,22,2542.18,No
820378154,09/13/2024,,41,Female,NULL,Bronze,0,0.0,yes
167426102,2025-03-03,09-Aug-2026,28,m,Mexico,Bronze,4,341.87,N
333931262,2025-02-07,2026-07-01,41,,United States,brz,13,285.49,FALSE
115045946,,26.07.2026,35,Female,usa,Bronze,1,52.65,No
388396452,2022-12-31,03/11/2026,41,Male,usa,Platinum,71,8423.67,No
856123280,13-Feb-2020,08/07/2026,26,Male,United States,silver,53,752.63,No
695635790,2024-02-19,08/06/2026,46,male,United States,slv,17,1349.89,No
295241284,2022-08-02,18-Aug-2026,53,male,AU,slv,16,1121.51,N
104728792,2024/01/04,24.07.2026,36,F,USA,silver,44,"$1,372.55",No
817277545,06.06.2023,,39,Female,Canada,Bronze,7,334.91,no
927683115,2024-11-19,2026/08/28,53,Female,CANADA,Bronze,7,344.92,No
586746088,2023-03-14,2026-07-18,55,Female,India,Gold,21,2746.02,N
586293707,2023-05-29,2026-05-23,29,female,United Kingdom,bronze,6,NULL,No
683370440,2019-08-23,07/28/2026,33,FEMALE,United States,Silver,20,$971.02,NO
732639287,2024-03-31,"May 30, 2026",52,Female,U.K.,Gold,22,missing,FALSE
797629734,2025-01-14,13-Jun-2026,71,Male,United States,Bronze,15,359.57,No
177616644,2026-04-22,22-Apr-2026,22,Unspecified,India,bronze,1,29.34,Y
605163084,2023-12-25,06/09/2026,42,Male,AU,Silver,10,513.08,No
332596712,2022/11/17,2025-08-09,73,F,United States of America,Silver,7,648.88,Yes
816890636,2022-09-18,2026-08-24,61,Male ,Brazil,Silver,16,721.15,
685098657,27.05.2024,16-Aug-2026,,female,India,Silver,9,595.13,no
789965784,11-Apr-2022,05/05/2026,72,Female,australia,SILVER,27,1283.16,No
873911161,2024-05-25,2025-10-21,19,Male,United States of America,bronze,16,295.13,Yes
631703913,2025-08-23,2026-08-09,27,Other,Germany,BRONZE,6,368.72,0
146235045,12-Jun-2024,2026-07-08,45,female,Brazil,silver,13,759.99,0
297325482,03/15/2022,2026-07-26,44,Female,United States,Silver,37,"$1,960.91",N
648131649,2022-08-08,08/21/2026,56,male,australia,Silver,11,1100.64,No
876964968,06.08.2024,07/25/2026,52,female,INDIA,Bronze,14,395.4,No
469142286,2024-12-12,2024/12/12,21,M,México,Bronze,3,38.57,Y
588956621,2025-01-26,"March 01, 2026",32,female,united states,brz,1,111.32,Yes
754372610,,,40,M,US,Bronze,0,,Y
888955874,11/22/2021,2026-07-23,71,Male,U.S.A.,Silver,13,463.23,
768155138,"June 30, 2022",2026-09-04,51,,N/A,Platinum,-41,4071.89,No
873737953,2022/08/27,07/14/2026,30,Female,Germany,Silver,14,700.61,no
265493846,12/10/2021,12/11/2025,44,,UK,Bronze,1,41.46,TRUE
256460155,10/31/2020,24.06.2026,22,FEMALE,USA,Platinum,72,5331.49,N
780253741,"February 15, 2025","April 28, 2026",47,Female,Canada,silver,10,1150.35,FALSE
308678226,10/15/2023,2026-08-16,37,Female,canada,Gold,11,2891.4,No
223560228,2024-06-29,24-Jul-2026,29,unspecified,United States of America,Bronze,13,327.91,No
328703998,02-Sep-2023,2026-03-11,30,Female,United States,  Silver ,27,"$1,318.11",No
734292670,2025-06-21,"July 18, 2026",42,F,usa,Gold,14,-2192.52,FALSE
626985238,2024-08-21,08/12/2026,27,F,United States,Silver,22,2066.49,No
869356136,2020-09-10,2026-07-12,27,Male,DE,Platinum,151,11222.01,No
660095768,2026-03-09,,38,Female,United States,Bronze,1,146.95,Y
324843155,2025-02-03,03-Aug-2026,72,Female,United States of America,Bronze,3,,N
367881925,2024-03-06,"September 04, 2026",29,M,USA,silver,21,618.0,N
304445452,2023-12-27,2026-07-18,50,Male,Canada,Gold,55,3457.96,No
202556192,25.11.2021,2026-08-17,35,Female,United States,Silver,27,965.15,No
930374296,2020-11-22,2026-09-03,18,non-binary,Mexico,Gold,25,3384.82,No
640531775,05/23/2023,2026-06-28,60,Male ,CANADA,Bronze,10,-405.4,No
874649307,2022-03-26,07/03/2026,50,MALE,UK,Gold,22,2861.7,N
586925048,"December 16, 2019",07/26/2026,51,U,Australia,Gold,41,2068.73 USD,N
463570137,"January 20, 2024","August 28, 2026",53,Male,Germany,Bronze,13,453.18,
827349727,14-Jan-2020,2026-04-01,24,Male,Germany,Gold,54,,no
739595638,22-Mar-2026,22-Mar-2026,54,Male,United States of America,bronze,3,32.63,1
240637904,2023-10-18,2026-08-18,87, Female,usa,Silver,4,871.79,No
113330976,2023/08/12,2026-07-26,38,Male,USA,Bronze,9,301.84,No
